Does this software do Video Capturing, also does it come with a Usb to 3 rca phono adapter	No. It doesn't come with any hardware. I is just the software.
How long does the window 7 pro upgrade key last for?	I heard 30 days!
Can I upgrade from windows 7 professional ?	No
Will my computer startup and run programs more quickly if I do this upgrade?	No. More memory or a SSD hard drive will do that. This just adds more features than the Starter Ed.
How do I remove the old window and install the new	The upgrade software itself will take care of all that you do not have to remove anything
can i substitute windows 7 from windows 8 - which I hate	No
i have a titanium mac power book g4 os x 10.5.8 version -- will this work?	Requirements....My box says Intel processor
Can I run this OS in a computer that is not mac?	Of course not. It's designed to run on a Mac with an Intel chip.
can i install os 10.6.3 on a new hard drive	Absolutely.
Still no export? Based on earlier discussions, I think it's still not there?	Works fine in Quicken 2007. Have they taken it away in later versions?
Still no export? Based on earlier discussions, I think it's still not there?	Works fine in Quicken 2007. Have they taken it away in later versions?
Are there separate disks in the package for Windows and Mac?	Yes There is one for Windows and one for Mac.
Will this work on Windows 7?	yes
Will the software work on windows 7 ?	Yes
Did everyone find a cd key?	I already had one from my cd pack was just missing a couple CDs
Could you tell me if this comes with all expansions for Age of Empires 3?	yes i am positive i bought it. u have 0 worries.
Will the software work on windows 8 ?	It does work on windows 8. No issues
Are the download option includes AOE II also? Or only AOE III ?	Includes I, II, and III
Does this have any copy protection software?	I don`t know for sure but I think so.
Is this made in USA?	Label on mine says it was made in Europe. Below that it indicates the UK.
Is this made in USA?	Your question is a little incomplete, actual creation of the game? Or the missions within the game?
Can I play AOE III without an internet connection?	absolutely - you don't need an Internet connection
1 user -- 3 PCs? Can anyone tell me if all three PCs have to be located in the same house?	No, they do not. I have three computers in two different cities, two different states
Works with Windows 7?	on the norton website it says this package and Win 7 are "made for each other"
Does it work with netbooks? Does it work with netbooks or just pc's and laptops?	Works fine on my Z520 Atom netbook.
can i use on laptop or just pc? can i use this on my laptop?	This product work very well with both desktop and laptop pc's.
does your product work on windows 8 ????	No, it doesn't work at all.
does your product work on windows 8 ????	I don't know as I don't have windows 8, sorry
does it work with window 8.1	I am sorry but I cannot say for win 8. I have used with win 7, and it works perfectly.
the CD key is not working..can you help? we sent an email to the company but no reply!	I've had the same problem with the same results - good luck in finding an answer
Will it work on a Amazon kindle Fire HD ?	It is CD based so I don't think so.
Do I need a mic?	If you intend to use the tuning program to tune your guitar, you will need a mike.
Would this program work in my Windows 7 PC?	I am using it with Windows 7, 64 bit, and it seems to work fine.
Does this program Works with Windows 7?	It worked on my windows 7 system
Does this program work with Mac OS X.5 Leopard ?	I own a windows PC I know it works there, but the box says it will work on a Mac OS X 10.4 or later
It says it works with Windows XP. Have you found that it does?	Mine works just fine with Windows XP
Can you use traditional acoustic guitar?	Yes - You can use a traditional acoustic guitar. Any 6 string guitar would be fine.
WillMaker 2010: Does this version include WillMaker Plus 2010 like the intuit.com site has?	no it does not - and it is the worst version intuit/quicken has ever come up with - buyer beware
WillMaker 2010: Does this version include WillMaker Plus 2010 like the intuit.com site has?	no it does not - and it is the worst version intuit/quicken has ever come up with - buyer beware
Windows 7 three pack: Can we still use this family pack to install on our pc's?	Can you upgrade 3 units to Ultimate 7 or is it only thisversion? thanks, dsk
Are they selling you 1 or 3 COA Stickers for your computer(s)?	It's just one sticker, but it can be activated 3 times without issue.
Did user have any problem downloading? I get error messages &amp; can't download.	No. I think they have a phone number for customer support
will it work with windows 8?	Yes. It is micrsoft product so it should work with 8.1. I'm using it on 8, and works great
Does it install easi on Windows 7?	Yes! That's what I have
Does it work on Windows 7 64bit	Yes it works great on windows 7 64 bit
How many computers can you install this on? Does it work on windows 8?	You can install it on as many of your own personal computers as you like. It does work on Windows 8.
Does this work with WIndows 8?	yes
How often are the garmin maps updated? How often does garmin release map updates?	Quarterly.
zumo	it is very good
Need Premier without state: What about those of us in Nevada, Texas, etc with no state income tax?	You can get TT w/o state at the Intuit site.
Can you do amended returns?	yes
Price increased $10 since yesterday! What's that all about Amazon?	I'm waiting till it goes back down again.
Can I use v 15.0 with old v 14.0 backups?	Yes, I have several computers and backups are compatible.
Can I use v 15.0 with old v 14.0 backups?	Yes, I have several computers and backups are compatible.
BE CAREFUL!! if you are opperating windows 8 it will not work, will there be an update to windows8?	It works just fine with Windows 8.
will it work for the macbook pro?	Sorry, only seems to be compadable with Windows
Does this include the number pad stickers?	Yes it does
will this product work on windows 8	Yes, it will.
Will Typing Instructor for Kids Platinum work on Windows 7? I don't want to download Platinum 5.	I have windows 7 and it works fine!
Does the PC/MAC Disc version mean that the box includes the installer disc for WINDOWS and also MAC?	It came with both Windows and Mac installer discs. You can also download off the Internet.
Will this program work with an AZERTY keyboard?	Yes!
I have three kids. Can I put this one each of their computers?	The question is can or should. U decide.
Does this come with the keybord as per picture?	No
Can this be played on a dvd player instead of a computer?	No, this is an interactive program. Computer only.
How long does each level take to get through?	That totally depends on the student and how much time they devote to it. Fluenz great program.
Is this version for Latin American Spanish?	For the most part yes, the teacher is of Cuban descent.
With regard to editing a novel: Any opinions, positive or negative?	Great software. Very easy to use. Very flexible
Is this available for the Windows OS?	Hi N.V. Unfortunately, no. Storyist runs on Macs, iPads, and iPhones.
How many countries are on this Dvd?	US and it's possessions only.
is this the new 2013 edition and am i purchasing it directly from softpro ezstamp	Yes & yes. Hands down the best product of its kind. Good luck.
Does this software run on Windows 8?	Hi, sure does. Runs on XP, Vista, Win 7, Win 8 & Win 10 flawlessly regards marios 705-254-6201
Need Premier without state: What about those of us in Nevada, Texas, etc with no state income tax?	You can get TT w/o state at the Intuit site.
Is Tuscany included?	Nope
does it work for pedestrian view?	Yes, it worked quite well including finding restaurants and gasoline.
